event_logo_url,event_name,event_start_date,event_end_date,event_venue,event_country,event_description,event_url,event_active_days,event_industry
https://www.digitalmarketing-conference.com/asia/wp-content/uploads/sites/3/2023/01/DMWF-Asia-2024-Logo.png,#DMWF Asia,2025-02-26,2025-02-27,Marina Bay Sands,,Exploring the Future of Digital Marketing Technologies,https://www.digitalmarketing-conference.com/asia/,2,"Software,  Software Development,  Business Intelligence (Bi) Software,  Analytics,  Search Engine Analysis,  Software Development & Design,  Data and Analytics,  Internet Marketing,  Content Marketing,  Competitive Analysis,  Sales and Marketing,  SEO/SEM,  Digital Marketing,  Market Research,  Design,  SaaS,  Search Engine,  Internet Services,  Semantic Search,  SEO,  Social Media Marketing, Public Relations and Communications Services, Motor Vehicle Manufacturing, Software Development,  Information Collection & Delivery,  Innovation,  Media & Internet,  Internet,  Technology,  Advertising,  Media,  Consumer Services,  Search,  User Experience,  Seo,  Online Advertising,  Internet Marketing, Market Research, Business Services,  Information Technology and Services, Software,  Software Development,  Content & Collaboration Software,  Ad Network,  Search,  Software Development & Design,  Advertising,  Ads,  Artificial Intelligence,  Machine Learning,  Mobile,  Data and Analytics,  Android,  Science and Engineering,  Online Video,  Apps,  Blogging Platforms,  Content and Publishing,  Virtual Reality,  Media and Entertainment,  Collaboration,  Email,  Information Technology,  Internet Services,  Messaging and Telecommunications,  Enterprise Software,  Search Engine,  Video Streaming,  Video, Other, Business Consulting and Services, Broadcast Media Production and Distribution,  Television Stations,  Media,  Broadcasting,  Sports,  Media & Internet, Content Marketing,  Internet,  Technology, Information and Internet,  Advertising & Marketing,  Advertising,  Business Services,  Sales and Marketing,  Marketing de Conteúdo,  Digital Marketing,  Marketing Digital,  Internet Services,  Marketing,  Marketplace,  Commerce and Shopping,  SaaS,  Software, Technology, Information and Internet, Events Services, Advertising Services, Design Services, Entertainment Providers,  Hospitality General,  Leisure Facilities,  Hospitality,  Other Commercial Services, IT Services and IT Consulting, Book and Periodical Publishing, Broadcast Media Production and Distribution, Software Development"
https://www.ecommerceexpoasia.com/images/logo.png,eCommerce Expo Asia,2024-10-09,2024-10-10,Marina Bay Sands Expo & Convention Centre,,"eCommerce Expo Asia provides a platform for businesses to discover cutting-edge solutions, forge meaningful connections, and gain valuable insights to thrive in the ever-evolving ecommerce ecosystem.",https://www.ecommerceexpoasia.com/,2,"Advertising Services, Book and Periodical Publishing, Government Administration,  Cities, Towns & Municipalities General,  Cities, Towns & Municipalities, Higher Education"
https://www.geoconnectasia.com/templates/geoconnectasia2024/images/2025_GCA__Lockup 3-Full Colour_GCA Lockup 3-Full Colour.svg,Geo Connect Asia,2025-04-09,2025-04-10,Sands Expo & Convention Centre,,Delivering sustainable solutions for the built environment,https://www.geoconnectasia.com/digital-construction-asia,2,Other
https://www.industrial-transformation.com/adobe/dynamicmedia/deliver/dm-aid--6ae1b614-f9f2-48e3-b5c6-66c4713b15cc/group-18365-2x.png?preferwebp=true&quality=85,Industrial Transformation ASIA-PACIFIC 2024,2024-10-14,2024-10-16,Singapore EXPO,Singapore,"Constellar convenes businesses, curates ideas and creates opportunities for sustainable business growth.",https://www.industrial-transformation.com/,3,"Automation Machinery Manufacturing, Manufacturing, Other, Hospitals and Health Care, Information Technology & Services, Cities, Towns & Municipalities,  Government Administration,  Education,  Employment Law Enforcement,  Alternative Dispute Resolution,  Government,  Mediation - Alternative Dispute Resolution,  Human Resources,  Government and Military,  Training and Technical Assistance,  Technical Support,  Outreach and Education, Renewable Energy Power Generation, Events Services, Government,  Government Administration,  Government and Military,  National Security,  Security,  Privacy and Security, Higher Education, Airlines and Aviation, Government Administration, Research Services, Computer Software,  Industrial Machinery & Equipment,  Enterprise Asset Management,  Internet,  Manufacturing,  IT/OT Convergence,  Utilities,  Mobile Workforce Management,  Electrical/Electronic Manufacturing,  Energy Markets,  Utilities - Generation, Transmission & Distribution,  Mining,  Outage Lifecycle Management,  Predictive Analytics,  Process Safety Managment,  Asset Performance Management, Semiconductors, Consumer Electronics, Wellness and Fitness Services, IT Services and IT Consulting, Business Services,  Software Development & Design,  Software, Legislative Offices, Manufacturing General,  Industrial Supplies and Parts,  Manufacturing, Food and Beverage Services,  Food and Beverage,  Beverages,  Organic Food, Online Audio and Video Media,  Media & Internet General,  Education,  Language,  Media & Internet,  Mobile,  Learning,  Technology, International Trade and Development, Non-profit Organizations, Industrial Machinery Manufacturing, Software Development"
https://www.issworldtraining.com/images/Banner8.gif,ISS World Asia,2024-09-03,2024-09-05,,,"ISS World Asia is the world's largest gathering of Regional Law Enforcement, Intelligence and Homeland Security Analysts, Telecoms as well as Financial Crime Investigators responsible for Cyber Crime Investigation, Electronic Surveillance and Intelligence Gathering. ISS World Programs present the methodologies and tools for Law Enforcement, Public Safety, Government and Private Sector Intelligence Communities in the fight against drug trafficking, cyber money laundering, human trafficking, terrorism and other criminal activities conducted over today's telecommunications network, the Internet and Social Media.",https://www.issworldtraining.com/ISS_AP/,3,Other
https://www.itb-asia.com/resources/ck/images/logo.png,ITB Asia,2024-10-23,2024-10-25,Marina Bay Sands,Singapore,Asia's leading travel trade show,https://www.itb-asia.com/,3,Other
https://www.medicalfair-asia.com/img/logo.jpg,MEDICAL FAIR ASIA,2024-09-11,2024-09-13,Marina Bay Sands,,"15th International Exhibition on Hospital, Diagnostic, Pharmaceutical, Medical & Rehabilitation Equipment & Supplies",https://www.medicalfair-asia.com/,3,Other
https://www.meinsurancereview.com/Portals/0/meir.svg,11th Middle East Insurance Industry Awards 2024,2024-11-21,2024-11-21,Dubai,United Arab Emirates,"Theme: ""Unlocking China’s Potential, Resilience and Power in the World’s Insurance Landscape""",https://www.meinsurancereview.com/Events/Home/Asia/cfo2024,1,Other
https://www.osea-asia.com/wp-content/uploads/2021/11/OSEA-Offshore-Energy-Week-Logo_CMYK_OSEA_White-1024x523.png,OSEA 2024,2024-11-19,2024-11-21,Marina Bay Sands,,Integrating Offshore Energy Transition with Market Opportunities,https://www.osea-asia.com/,3,"Retail Health and Personal Care Products, Online Media, Hospitality, Investment Management,  Finance General,  Energy,  Private Equity Capital,  Finance, Non-profit Organizations, Other, Software Development, Venture Capital and Private Equity Principals, Oil and Gas"
https://www.seafoodexpo.com/divcomevents3-static.s3.amazonaws.com/uploads/sites/24/2022/06/seafoodexpo_asia__horiz_4c.svg,Seafood Expo Asia,2024-09-04,2024-09-06,Sands Expo and Convention Centre,,"Seafood Expo Asia is a trade event where buyers and suppliers of seafood from around the world come together to network and conduct business in the lucrative Asia markets. The next event will be held in Singapore from September 4-6, 2024.",https://www.seafoodexpo.com/asia/,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?preferwebp=true&width=320&quality=85,CeMAT Southeast Asia,2024-09-17,2024-09-19,Singapore EXPO,,"Exhibition for intralogistics, supply chain management, and material handling solutions",https://www.singaporeexpo.com.sg/contact/contact-us,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?preferwebp=true&width=320&quality=85,CeMAT Southeast Asia,2024-09-17,2024-09-19,Singapore EXPO,Singapore,"Exhibition for intralogistics, supply chain management, and material handling solutions",https://www.singaporeexpo.com.sg/contact/getting-here,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?preferwebp=true&width=320&quality=85,CeMAT Southeast Asia,2024-09-17,2024-09-19,Singapore EXPO,Singapore,"Exhibition for intralogistics, supply chain management, and material handling solutions",https://www.singaporeexpo.com.sg/explore-singapore-expo/go-green,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?width=320&preferwebp=true&quality=85,Home Inspirations 2024,2025-01-25,2025-01-27,Singapore EXPO,,Home Inspirations 2024 is a home and interior design exhibition showcasing the latest trends and products.,https://www.singaporeexpo.com.sg/sg/organise-an-event,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?width=320&preferwebp=true&quality=85,Home Inspirations 2024,2024-12-05,2024-12-07,Singapore EXPO,,Home Inspirations 2024 is a home and interior design exhibition showcasing the latest trends and products.,https://www.singaporeexpo.com.sg/sg/organise-an-event/plan-your-event#,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?width=320&preferwebp=true&quality=85,Home Inspirations 2024,2025-01-25,2025-01-27,Singapore EXPO,,Home Inspirations 2024 is a home and interior design exhibition showcasing the latest trends and products.,https://www.singaporeexpo.com.sg/sg/organise-an-event/plan-your-event#1,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?preferwebp=true&width=320&quality=85,CeMAT Southeast Asia,2024-09-12,2024-09-14,Singapore EXPO,,Exhibition focusing on intralogistics and supply chain management solutions,https://www.singaporeexpo.com.sg/sg/organise-an-event/venue-spaces,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?preferwebp=true&width=320&quality=85,CeMAT Southeast Asia,2024-09-12,2024-09-14,Singapore EXPO,Singapore,"Exhibition for intralogistics, supply chain management, material handling, and logistics",https://www.singaporeexpo.com.sg/sg/organise-an-event/virtual-tour,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?preferwebp=true&width=320&quality=85,AFA Creators Super Fest 2024,2024-07-27,2024-07-28,Hall 3,Singapore,"Creators Super Fest is an innovative and engaging community event showcasing creative talents in Anime, Cosplay, Crafters & Music.",https://www.singaporeexpo.com.sg/sg/what-s-on/events-expo/AFA-Creators-Super-Fest-2024,2,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?width=320&preferwebp=true&quality=85,Sake Meguri 2024,2024-07-27,,Peridot 201-202,,"Sake Meguri, presented by Sake.sg, is gearing up for its second annual celebration, promising a captivating experience for both sake enthusiasts and newcomers.",https://www.singaporeexpo.com.sg/sg/what-s-on/events-expo/Sake-Meguri-2024,1,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?width=320&preferwebp=true&quality=85,The Big Furniture Fair 2024,2024-11-15,2024-11-17,Singapore EXPO,Singapore,Discover the latest trends and designs in furniture at this grand fair.,https://www.singaporeexpo.com.sg/sg/what-s-on/play-expo,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?preferwebp=true&width=320&quality=85,CeMAT Southeast Asia,2024-09-17,2024-09-19,Singapore EXPO,Singapore,"Exhibition for intralogistics, supply chain management, and material handling solutions",https://www.singaporeexpo.com.sg/what-s-on/events-expo,3,Other
https://www.singaporeexpo.com.sg/adobe/dynamicmedia/deliver/dm-aid--549edff3-8a03-471f-848e-00cc6c084a39/logo.png?preferwebp=true&width=320&quality=85,CeMAT Southeast Asia,2024-09-17,2024-09-19,Singapore EXPO,Singapore,"Exhibition for intralogistics, supply chain management, and material handling solutions",https://www.singaporeexpo.com.sg/what-s-on/feast-expo,3,Other
https://www.sitce.org/eu-admin.eventscloud.com/file_uploads/4e181761f608468d227ddbef2a878cef_NewLogo1.png,LTA-UITP Singapore International Transport Congress & Exhibition 2024,2024-11-06,2024-11-08,Suntec Singapore Exhibition and Convention Centre,,"The leading public transport event in the Asia Pacific region themed ""Smarter Journeys for Sustainable Cities"".",https://www.sitce.org/website/7302/,3,"Travel Arrangements, Public Policy, Truck Transportation, Motor Vehicle Manufacturing, Professional Services, Computer Hardware Manufacturing, Travel Arrangements,  Travel Agencies & Services,  Tourism,  Consumer Services,  Travel and Tourism,  Travel, Government Administration"
https://www.space.org.sg/gstc/wp-content/uploads/2020/07/GSTC-logo.png,Global Space and Technology Convention 2025,2025-02-27,2025-02-28,Singapore,,"The 17th edition GSTC 2025, is the go-to platform for your space and satellite business to connect with the burgeoning space industry in Asia. Join us as we explore the future world of space technology and unlock new possibilities.",https://www.space.org.sg/gstc/,2,"Aviation & Aerospace, Retail Health and Personal Care Products,  Cosmetics, Beauty Supply & Personal Care Products,  Personal Products,  Personal Care Products,  Consumer Goods,  Internet Retail,  Manufacturing, Cable & Satellite,  Telecommunications, Higher Education,  Colleges & Universities,  Education, Aerospace & Defense,  Manufacturing, Appliances, Electrical, and Electronics Manufacturing, Appliances, Electrical, and Electronics Manufacturing,  Circuit card assemblies,  Microelectronics packaging solutions,  Mechanical box and backplane assemblies,  Hybrid microcircuits and multichip modules,  Functional testing,  RF microelectronics packaging,  Turnkey material management, Retail,  Medical Equipment Manufacturing,  Monitoring Equipment,  Diagnostic Equipment, Other, Manufacturing,  Defense and Space Manufacturing, Information Technology & Services, Real Estate, Metals & Mining General,  Metals & Mining, Higher Education, Textile Manufacturing, Government Administration, Entertainment Providers,  Restaurants,  Hospitality, Satellite Telecommunications, Computers and Electronics Manufacturing, Book and Periodical Publishing, IT Services and IT Consulting, Appliances, Electrical, and Electronics Manufacturing,  Photographic & Optical Equipment,  MEMs,  Consumer Goods,  Integrated Circuit And Electronics Technology,  Manufacturing,  Machine Vision,  Software,  Framegrabbers,  Semiconductor,  Wafer Processing,  CMOS,  CCD,  Line Scan,  Application Specific Contracts,  Area Scan,  Image Sensors,  X-ray detectors, Space Research and Technology, E-Learning Providers, Construction, Technology, Information and Media, Aviation and Aerospace Component Manufacturing, International Trade and Development, Design,  Consumer Electronics & Computers Retail,  Electrical/Electronic Manufacturing,  Retail,  Luxury Goods & Jewelry, Industrial Machinery Manufacturing, Software Development, Appliances, Electrical, and Electronics Manufacturing,  Test & Measurement Equipment,  DDR 3,  Manufacturing,  DDR 4,  PCIE Express,  USB,  Fibre Channel,  SAS/SATA,  FCOE,  Iscsi, Telecommunications, Transportation, Logistics, Supply Chain and Storage, Defense and Space Manufacturing"
https://www.terrapinn.com/logos/E10817.gif,Submarine Networks World 2024,2024-09-25,2024-09-26,Suntec Convention Centre,,The premier submarine communications event,https://www.terrapinn.com/conference/submarine-networks-world/index.stm,2,"Motor Vehicle Manufacturing, IT Services and IT Consulting,  Custom Software & Technical Consulting,  Wholesale data center developer,  Software,  Green data centers,  Advanced electrical and mechanical designs,  Dedicated substations, Law Enforcement, Software,  Software Development,  Content & Collaboration Software,  Ad Network,  Search,  Software Development & Design,  Advertising,  Ads,  Artificial Intelligence,  Machine Learning,  Mobile,  Data and Analytics,  Android,  Science and Engineering,  Online Video,  Apps,  Blogging Platforms,  Content and Publishing,  Virtual Reality,  Media and Entertainment,  Collaboration,  Email,  Information Technology,  Internet Services,  Messaging and Telecommunications,  Enterprise Software,  Search Engine,  Video Streaming,  Video, Appliances, Electrical, and Electronics Manufacturing, Maritime Transportation, Manufacturing, Other, Hospitals and Health Care, Book and Periodical Publishing,  Information Collection & Delivery,  EdTech,  Digital Reference Works,  Media & Internet,  Education,  Digital Education Products,  Software,  School Curriculum,  Publishing,  Mobile Educational Apps,  Content and Publishing,  Media and Entertainment, Wholesale Building Materials, Primary and Secondary Education, Retail, Health, Wellness and Fitness, Entertainment Providers, Government,  International Affairs,  The United States'​ lead foreign affairs agency,  Government and Military,  Best Places to Work in the Federal Government,  Non Profit,  Careers.State.Gov, Architecture and Planning, Computer Networking Products, Airlines and Aviation, Online Audio and Video Media, Computers and Electronics Manufacturing, IT Services and IT Consulting, Book and Periodical Publishing, Shipbuilding, Telecommunications,  Telecommunications General, Appliances, Electrical, and Electronics Manufacturing,  Electricity, Oil & Gas,  Hardware,  POWER： OPGW, Conductor, Fittings, Power cable,  Energy, Utilities & Waste Treatment,  Telecommunications,  TELECOM： Optical fiber, Optical fiber cable, Radio Frequency cab,  OIL&GAS： Submarine cable,  NEW ENERGY： Lithium battery, Solor backsheet, PV station, Juncti, IT Services and IT Consulting,  Consumer Services General,  Information Technology,  Consumer Services,  Internet,  Internet Services,  Software, Utilities, Software Development, Telecommunications, Education,  Higher Education,  Colleges & Universities,  E-Learning,  Software, Transportation, Logistics, Supply Chain and Storage"
https://www.terrapinn.com/logos/E10825.gif,Accounting & Business Show Asia 2024,2024-10-16,2024-10-17,"Sands Expo & Convention Centre, Singapore",,"Asia’s leading tech & strategy event for accountants, finance leaders and business owners",https://www.terrapinn.com/exhibition/accounting-finance-show-asia/index.stm,2,Other
https://www.terrapinn.com/exhibition/aviation-festival-asia/img/AFAlogo150.png,Aviation Festival Asia 2025,2025-02-18,2025-02-19,"The Suntec Centre, Singapore",,Business models. Technology. Sustainability. Innovation. For Asia’s aviation Industry.,https://www.terrapinn.com/exhibition/aviation-festival-asia/index.stm,2,"Travel Arrangements, Financial Services,  Mobile Payments,  FinTech,  Payments,  Fintech,  Local Shopping,  Commerce and Shopping,  Payment Processing ,  In-Store Payments,  Mobile,  Mobile App,  Ach,  Software,  Small Business, Software Development,  Software, Hospitality,  Advertising & Marketing,  Business/Productivity Software,  Reservations Solutions,  Business Services,  Media and Information Services (B2B),  Hotel Distribution and Demand Products,  Software Development & Design,  Revenue Management,  Software,  Hotel Business Intelligence,  Media Solutions,  Advertising,  Web Solutions,  Search Engine Optimization,  Guest Management Services, Financial Services, Computer Hardware, Education Administration Programs,  Colleges & Universities,  Education, Higher Education,  Colleges & Universities,  Education, IT Services and IT Consulting,  Enterprise Resource Planning (Erp) Software,  PeopleSoft ERP Solutions,  Software Development & Design,  Microsoft Technologies,  Software,  Web-Based technologies,  Business Intelligence (Bi) Software,  Mobile Application Development,  Custom Software & Technical Consulting,  UI/UX Services,  Data Warehousing & BI,  Staffing Solutions,  Cloud Computing,  Testing,  Oracle Services,  Microsoft Dynamics,  Portal Services, Wholesale, Appliances, Electrical, and Electronics Manufacturing, Software,  IT Services and IT Consulting,  Software General,  Consulting,  Ruby,  Web Development,  Rails,  AngularJS,  Node.JS,  Go,  Python, Information Technology and Services,  Business Services General,  Business Services, Automation Machinery Manufacturing, Manufacturing, Technology, Information and Internet,  Internet Service Providers, Website Hosting & Internet-Related Services,  Social/Platform Software,  Service,  Telecommunications,  Social Content,  File Transfers,  People,  Big Files, Software Development,  Content & Collaboration Software,  Paid Content,  Software Development & Design,  Newspapers,  Software,  Online Publishing,  Identity And Access Management,  Paywall,  Digital Subscriptions,  Metered Paywall,  Content Monetization,  Saas,  OTT,  Ecommerce,  Broadcast Media,  Magazines,  User segmentation,  User identity management,  User experience management, Other, Information Technology & Services, Business Consulting and Services, Environmental Services, Semiconductor Manufacturing, Transportation/Trucking/Railroad, Retail, Non-profit Organizations,  Membership Organizations,  Organizations, Mental Health Care, Technology, Information and Internet, Chemical Manufacturing, Advertising Services, Insurance,  Insurance Services,  Business Insurance,  Programs,  Property & Casualty Insurance,  Specialty Products,  Corporate Insurance, Professional Services, Design,  Software General,  Branded Content,  Software,  Online Media,  Earned Media Optimization,  Social Media,  Conversation Analytics,  Digital Creative,  Consulting,  Mobile, Entertainment Providers, Embedded Software Products, Staffing and Recruiting, Airlines and Aviation, Movies, Videos, and Sound, IT System Custom Software Development, Musicians, Wireless Services, Education, Insurance, Spectator Sports, IT Services and IT Consulting, Wellness and Fitness Services,  Management Consulting,  Fitness,  Outcomes-Based Wellness,  Business Services,  Sports,  HIPAA compliance,  Health Care,  Health Insurance Law,  Personal Health,  Wellness Regulations For Group Health Plans,  Wellness,  Progress-Based Wellness,  Wellness Consulting,  Participation-Based Wellness, Hospitality,  Financial Services,  Information Technology and Services,  Software,  Venture Capital & Private Equity, E-Learning Providers, Airlines and Aviation,  Business Services General,  Business Services, Aviation and Aerospace Component Manufacturing, Marketing Services, Retail,  Retail Apparel and Fashion, Fisheries,  Animals & Livestock,  Food and Beverage,  Seafood Processor,  Agriculture,  Internships,  Skilled Trades,  Sales, Education Administration Programs, Industrial Automation, Online Media,  Software General,  Software, Writing and Editing, E-Learning Providers,  Training,  Education, Human Resources Services, Software Development, Leisure, Travel & Tourism, Music,  Musicians,  Flowers, Gifts & Specialty Stores,  Android,  Piano Tutorials,  Retail,  Mobile,  Platforms,  Lessons,  Software,  Entertainment,  iOS,  Education,  Mobile applications,  Mobile Apps,  Apps,  Media and Entertainment,  Music and Audio,  Music Education, Industrial Machinery Manufacturing, Telecommunications, Online Audio and Video Media,  Publishing,  Online Publishing,  Media & Internet, Philanthropic Fundraising Services, Oil and Gas,  Membership Organizations,  American Petroleum Institute,  Organizations,  Oil And Gas Trade Association"
https://www.terrapinn.com/logos/E10855.gif,EDUtech_Asia 2024,2024-11-05,2024-11-07,"Sands Expo & Convention Centre, Singapore",,Asia’s largest conference and exhibition for educators and EdTech providers,https://www.terrapinn.com/exhibition/edutech-asia/index.stm,3,Other
https://www.terrapinn.com/logos/E10871.gif,Seamless Asia 2025,2025-02-26,2025-02-27,"Suntec Convention & Exhibition Centre, Singapore",,"THE FUTURE OF PAYMENTS, BANKING & E-COMMERCE IN ASIA",https://www.terrapinn.com/exhibition/seamless/,2,"Technology, Information and Internet, Financial Services, Motor Vehicle Manufacturing, Consumer Services, Banking, Banking,  Financial Software,  Finance,  Other Financial Services, IT Services and IT Consulting, Non-profit Organizations, Computer Software,  Telecommunications General,  Internet,  Telecommunications,  Management Consulting,  Retail,  Financial Services,  Construction,  Venture Capital & Private Equity,  Capital Markets, Retail,  E-Commerce,  Commerce and Shopping,  Fashion,  Clothing and Apparel,  Design,  Web Design, Artificial Intelligence,  Software,  Machine Learning,  Software Development,  Business Intelligence (Bi) Software,  Software Development & Design,  Data and Analytics,  Science and Engineering,  Natural Language Processing,  Neuro-Linguistic Programming,  Information Technology,  Data Science,  Sales,  Sales Automation,  Sales and Marketing, Movies, Videos and Sound,  Motor Vehicles,  Retail, Technology, Information and Media, Software Development, Other, Medical Practices,  Fitness & Dance Facilities,  Health Care,  Health,  Recreation,  Medicine,  Hospitality,  Telemedicine,  Telehealth,  Wellness,  Apps,  Heathcare,  General Practice,  Heath Tracking,  International Healthcare, Furniture and Home Furnishings Manufacturing, Hospitals and Health Care"
https://www.themeetingsshow-apac.com/cdn.asp.events/CLIENT_Northsta_5B1737B2_5056_B733_83AD112B2FDD2BEF/sites/tms-asia-pacific-2024/media/00.-TMS-APAC-LOGO/TMS_APC_LOGO_RGB_LIGHT_BG.png,The Meetings Show Asia Pacific,2025-04-16,2025-04-17,Marina Bay Sands,Singapore,"The Meetings Show Asia Pacific is a global event featuring destinations, venues, hotels, and other key suppliers. It includes a hosted buyer program, prescheduled meetings, an education program, and networking events.",https://www.themeetingsshow-apac.com/,2,Other
https://www.tocevents-asia.com/content/dam/markets/mart/toc-asia/MTM22TAS-RR-TOC-Asia-logo-RGB.png,TOC Asia,2024-11-26,2024-11-27,Marina Bay Sands,,Connecting the Port & Terminal Industry Across the APAC Region,https://www.tocevents-asia.com/en/home.html,2,Other
https://www.utechseasia.com/images/UT-SEA-2024-1920x300-website-header.jpg,UTECH Southeast Asia,2024-11-13,2024-11-14,Marina Bay Sands,,Premier event in South East Asia dedicated to technical foam and polyurethanes,https://www.utechseasia.com/,2,Other
https://www.worldchefscongress.org/img/congress-logo-2024.png,Worldchefs Congress & Expo 2024,2024-10-20,2024-10-25,Singapore,,The biennial event for industry leaders and culinary innovators,https://www.worldchefscongress.org/,6,"Machinery Manufacturing, Hospitality, Information Services, Farming, Consumer Goods,  Appliances,  Manufacturing, Manufacturing, Education Management,  Training,  Education and Training Services (B2B),  Culinary Arts,  Education,  Pastry Arts,  Farm To Table® Experience, Armed Forces, Other, Food Production, Business Consulting and Services, Sporting Goods Manufacturing,  Manufacturing General,  Other Commercial Products,  Manufacturing, Retail, Textile Manufacturing,  Manufacturing General,  Manufacturing, Technology, Information and Internet, Events Services, Consumer Services, Food and Beverage Services,  Grocery Retail,  Retail, Advertising Services, Consumer Services,  Food, Beverages & Tobacco,  Delivery Service,  Food Products,  Sourcing fresh and organic ingredients,  Manufacturing,  Transportation,  Application Software,  Creating tasty and balanced recipes,  Food and Beverage,  Delivering always for free,  Food Delivery,  Valuing customers'​ feedback,  Subscription Service, International Affairs, Telecommunications,  Cable & Satellite,  Hosted VoIP,  Vehicle CCTV,  Business Mobiles,  Vehicle Telematics,  Business Energy, Higher Education,  Culinary Arts Degrees,  Culinary Science Degrees,  Baking and Pastry Arts Degrees,  Wine and Beverage Certification,  CIAProChef Certification,  Industry Leadership Conferences,  Research and Development,  Consulting, Education, Book and Periodical Publishing,  Media & Internet General,  Media & Internet, Internet Service Providers, Website Hosting & Internet-Related Services,  Telecommunications, Food and Beverage Manufacturing, Hospitality,  Lodging & Resorts,  Distributors/Wholesale,  Travel and Tourism,  Retail,  Commerce and Shopping, Food and Beverage Services, International Trade and Development, Non-profit Organizations, Grocery Retail,  Retail, Software Development, Movies and Sound Recording,  Broadcasting,  Media & Internet, Civic and Social Organizations, Higher Education,  Grocery Retail,  Retail, Public Policy Offices,  Charitable Organizations & Foundations,  Health,  Organizations,  Climate Change,  Sustainability,  Nutrition"
https://zaksalaamindia.com/images/logo1.png,ZAK Salaam India Expo,2024-07-11,2024-07-14,Singapore Expo,,"ZAK Salaam India Expo is a salute to the ""Spirit of India"". The Expo is an exclusive ""Source from India"" of Indian products & companies from multiple industry sectors, organized by Zak Trade Fairs & Exhibitions Pvt. Ltd. ZAK Salaam India Expo has completed 35 editions as on date, with over 200 exhibitors, and attracts over 20,000 visitors. It is a 4-day exhibition, organized by Zak Trade Fairs & Exhibitions Pvt. Ltd., with exhibitors from India, Singapore, the Middle East, South Asia (Sri Lanka & Pakistan), East Asia and more.",https://zaksalaamindia.com/,4,Other
http://www.icscm.org/images/logo.png,6th International Conference on Supply Chain Management (ICSCM2025),2025-02-21,2025-02-23,Hosei University,Japan,International platform for presenting and publishing scientific research outcomes related to Supply Chain Management,http://www.icscm.org/index.html,3,Other
